Date,News
1400/04/14,نماد یک شرکت از فرابورس به بورس ارتقا پیدا کرد
1400/04/14,شاخص بورس مثبت شد
1400/04/14,جزئیات واریز مرحله دوم سود سهام عدالت/ واریز ۱۴۴ هزار تومان به حساب دارندگان سهام ۱ میلیونی + جدول
1400/04/14,پیشنهادی به رئیسی برای مدیریت بازار بورس؛ حقوقی ها را کنترل کنید
1400/04/14,عملیات بازارگردانی ۳ نماد فرابورسی از فردا آغاز می‌شود
1400/04/14,آغاز پرداخت باقیمانده سود سهام عدالت به‌صورت ناقص/ مخابرات و مپنا شاگردهای بد سهام عدالت
1400/04/13,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۴/۱۳
1400/04/13,شاخص بورس ۲ هزار واحد افت کرد
1400/04/13,عملکرد ۲۴۰ صندوق‌ سرمایه‌گذاری در سه بازده زمانی ۱، ۳و ۵ ساله اعلام شد
1400/04/13,کرونا ثبت نام و برگزاری تمام آزمون های بازار سرمایه را لغو کرد
1400/04/13,عملیات بازارگردانی یک نماد سرمایه‌گذاری از فردا در فرابورس آغاز می‌شود
1400/04/12,بورس کالا با جدیت راه اندازی مجدد قرارداد آتی سکه را پیگیری کند
1400/04/12,مشخصات قرارداد آتی واحدهای صندوق طلا تشریح شد
1400/04/12,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۴/۱۲
1400/04/12,استراحت ۱۰ هزار واحدی شاخص بورس در نخستین روز هفته
1400/04/12,بورس کالا محور اصلى تامین مواد اولیه تولید
1400/04/12,افت شاخص بورس در سالجاری به ۵۰ هزار واحد رسید
1400/04/12,رشد ۴۳هزارواحدی شاخص بورس در هفته‌ای که گذشت
1400/04/09,افت معاملات اوراق تسهیلات مسکن فرابورس بهار امسال
1400/04/09,کاهش ۱۳۹هزار واحدی شاخص بورس در فصل بهار
1400/04/09,گزارش کمیسیون اصل ۹۰: ردپای حلقه بازنشستگان نفتی در واگذاری سهام یک شرکت
1400/04/09,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۴/۹
1400/04/09,شاخص بورس ۸ هزار واحد رشد کرد
1400/04/09,رشد ۱۳ هزار واحدی شاخص بورس در خرداد ۱۴۰۰
1400/04/09,سازمان بورس ۱۹۰۰ میلیارد تومان از درآمدهای خود را به صندوق تثبیت داد
1400/04/09,احتمال عدم‌پرداخت کامل ۵۰درصد دوم سود سهام عدالت
1400/04/08,مرحله دوم سود سهام عدالت در آینده نزدیک واریز می‌شود
1400/04/08,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۴/۸
1400/04/08,شاخص بورس ۴ هزار واحد رشد کرد
1400/04/08,واریز ۲۴ هزار میلیارد تومان اقساط انواع صکوک در بهار امسال
1400/04/08,عملیات بازارگردانی یک نماد قندی از امروز در بورس آغاز می‌شود
1400/04/08,زمان معاملات نمادهای گواهی سپرده سکه طلا و صندوق‌ها در بورس کالا تغییر کرد
1400/04/07,رشد ۶۵ هزار واحدی شاخص بورس در هفته گذشته
1400/04/07,قراردادهای آتی واحدهای صندوق طلا در بورس کالا راه اندازی می شود
1400/04/07,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۴/۷
1400/04/07,شاخص بورس ۵ هزار واحد رشد کرد
1400/04/07,زمان بندی معاملات ابزارهای نوین مالی فرابورس از دوشنبه آینده تغییر می‌کند
1400/04/07,دامنه نوسان سهام بانک فرابورسی از ۲ به ۴ درصد می رسد
1400/04/07,خرید و فروش سهام توسط کارکنان کارگزاری‌ها مجاز شد
1400/04/06,رأی دیوان عدالت اداری به غیرقانونی بودن ممانعت سازمان بورس از فروش سهام توسط سهامداران + سند
1400/04/06,راهکار بازار سرمایه برای تعیین تکلیف پروژه های نیمه تمام
1400/04/06,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۴/۶
1400/04/06,شاخص بورس ۴هزار واحد رشد کرد
1400/04/06,یک صندوق سرمایه‌گذاری قابل معامله در بورس تهران درج شد
1400/04/06,آغاز بازارگردانی یک صندوق سرمایه‌گذاری در فرابورس از امروز
1400/04/06,احراز هویت ۱۰۰ هزار سهامدار در سجام طی خردادماه
1400/04/05,مدیرعامل شستا: در راستای ارتقای شفافیت و افزایش سودآوری، عرضه محصولات تولیدی گروه شستا را بورس‌محور می‌کنیم
1400/04/05,۹ درخواست ۵۰ میلیون سهامدار عدالت از رئیس جمهور جدید
1400/04/05,یک شرکت زراعی به جمع فرابورسی‌ها پیوست
1400/04/05,سقف کارت‌های اعتباری سهام عدالت، حداکثر ۷ میلیون تومان است
1400/04/05,حضور ۲.۷ میلیون کد معاملاتی در ششمین عرضه اولیه امسال
1400/04/05,بازارگردانی ۲ شرکت فرابورسی آغاز می‌شود
1400/04/05,گزارش وزارت اقتصاد از عرضه اوراق دولتی در بایگانی ماند/ آینده نامشخص درآمد دولت از فروش اوراق و سهام
1400/04/05,روزهای سبز بورس/ پای مصوبات دولتی درکار است یا بازگشت انتظارات تورمی؟
1400/04/02,وزارت صمت: سیمان مشمول قیمت گذاری و نظام سهمیه بندی نیست+سند
1400/04/02,پایان عصر دستور برای تعیین قیمت/ لزوم بهره مندی از تجربه توسعه صنایع با فرمول بورس کالا
1400/04/01,۴۰ درصد کالاهای عرضه شده در بورس، مشمول نظام قیمتگذاری دستوری هستند
1400/04/01,"نشست خبری عرضه اولیه ""لطیف"" برگزار شد"
1400/04/01,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۴/۱
1400/04/01,شاخص بورس ۱۸هزار واحد رشد کرد
1400/04/01,سازمان‌های بورس و اموال تملیکی متولی فروش اموال وزارت‌خانه‌ها شدند
1400/04/01,بازارگردانی ۳ شرکت سرمایه‌گذاری از فردا در فرابورس آغاز می‌شود
1400/03/31,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۳/۳۱
1400/03/31,شاخص بورس ۴هزار واحد رشد کرد
1400/03/31,یک شرکت سرمایه‌گذاری در صف عرضه‌های اولیه قرار گرفت
1400/03/31,عرضه اولیه‌های امسال شش تایی می‌شود
1400/03/31,یک شرکت سرمایه‌گذاری به جمع فرابورسی‌ها پیوست
1400/03/31,بازارگردانی یک شرکت فرابورسی از فردا آغاز می‌شود
1400/03/30,برخی افراد در انجمن نورد سلایق شخصی خود را مطرح می کنند/ همه نوردکاران بزرگ موافق حضور در بورس کالا هستند
1400/03/30,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۳/۳۰
1400/03/30,شاخص بورس هزار واحد رشد کرد
1400/03/30,مدیرعامل ذوب آهن اصفهان عنوان کرد: رفع محدودیت‌های صادراتی با عرضه در بورس کالا
1400/03/30,موافقت اصولی و مجوز فعالیت ۵ نهاد مالی صادر شد
1400/03/30,اصلاحات تابلو قرمز بازار پایه فرابورس لغو شد
1400/03/29,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۳/۲۹
1400/03/29,شاخص بورس ۱۴هزار واحد رشد کرد
1400/03/29,کاهش ۱۶۰هزار واحدی شاخص بورس از ابتدای امسال
1400/03/29,کاهش ۴ هزار واحدی شاخص بورس در هفته سوم خرداد
1400/03/29,انتقال ۷ شرکت به تابلوهای پایه زرد و نارنجی فرابورس
1400/03/29,لزوم استفاده از ظرفیت بورس برای تقویت ساخت و ساز مسکن
1400/03/29,آغاز و تمدید بازارگردانی ۵ شرکت در بورس
1400/03/27,ارائه ۲ طرح ویژه حمایتی از بازار سرمایه در شورای مشورتی سازمان بورس
1400/03/26,پنجمین عرضه اولیه امسال کشف قیمت شد
1400/03/26,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۳/۲۶
1400/03/26,شاخص بورس ۲ هزار واحد افت کرد
1400/03/26,برخی فولادسازان میلیاردی رانت می گیرند، جهیزیه ۱۰میلیونی می دهند!
1400/03/26,رئیس جمهور آینده حل مشکلات ۵۰ میلیون سهامدار عدالت را در برنامه‌های خود قرار دهد
1400/03/26,آغاز و تمدید بازارگردانی ۲ شرکت در بورس
1400/03/25,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۳/۲۵
1400/03/25,نماد یک برند لوازم خانگی در سامانه پس از معاملات درج شد
1400/03/25,شاخص بورس ۴۴ واحد افت کرد
1400/03/25,رئیس سازمان بورس با توجیه ریزش ۴۰ درصدی شاخص: سکه ۱۶ میلیونی هم ۱۰ میلیون تومان شد
1400/03/25,انتقاد از عدم تخصیص منابع صندوق توسعه ملی به صندوق تثبیت بازار سرمایه
1400/03/24,اسامی سهام بورس با بالاترین و پایین‌ترین رشد قیمت امروز ۱۴۰۰/۰۳/۲۴
1400/03/24,شاخص بورس ۸هزار واحد رشد کرد
1400/03/24,رونمایی از پنجمین عرضه اولیه امسال در بورس چهارشنبه
1400/03/24,عرضه بی سابقه ۲۹۵هزار تن سیمان در بورس کالا طی امروز توسط ۱۹ تولیدکننده
1400/03/24,دامنه نوسان بانک فرابورسی از ۲ به ۴ درصد افزایش می‌یابد
1400/03/24,میز صنعت برق در بورس برگزار شد
1400/03/24,سازمان بورس پیگیر افشای اطلاعات صندوق تثبیت/ ۴۰ میلیارد تومان هزینه‌کرد سازمان بورس برای فرهنگ‌سازی و سجام
1400/03/24,آغاز و تمدید بازارگردانی ۳ شرکت در بورس
1400/03/24,واکنش دژپسند به منتقدان رابطه ریزش بورس با سود بین‌بانکی/ بانک مرکزی از ۳ مسیر به بورس آسیب زد
1400/03/23,روایت وزیر اقتصاد از استعفای اجباری رئیس بورس/‌دژپسند: برخی در ۱۰ ماه گذشته بورس را گروگان گرفتند تا در انتخابات بهره ببرند
